GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ3,Q3,,,,,No data,,,,,,Not available.
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_MICS,MICS,http://mics.unicef.org/,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ5,Q5 (Richest),,,,,No data,,,,,,Not available.
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ2,Q2,,,,,No data,,,,,,Not available.
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ4,Q4,,,,,No data,,,,,,Not available.
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ5,Q5 (Richest),,,,,No data,,,,,,Not available.
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,No data,,,,,,Not available.
anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,WQ3,Q3,,,,,No data,,,,,,Not available.
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1950,1950,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,29809,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1951,1951,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,20894,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1952,1952,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,21154,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1953,1953,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,27631,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1954,1954,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,15617,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1955,1955,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,16642,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1956,1956,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,23699,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1957,1957,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8054,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1958,1958,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,15631,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1959,1959,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,16915,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1960,1960,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,15618,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1961,1961,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,2663,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1962,1962,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,2524,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1963,1963,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,3975,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1964,1964,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,3333,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1965,1965,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,1123,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1966,1966,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,3154,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1967,1967,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,664,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1968,1968,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,3156,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1969,1969,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,7411,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1970,1970,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,7419,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1971,1971,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,2342,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1972,1972,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,1059,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1973,1973,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,1969,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1974,1974,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,5614,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1975,1975,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,4888,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1976,1976,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,957,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1977,1977,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,10403,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1978,1978,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,5576,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1979,1979,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,2154,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1987,1987,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,523,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1988,1988,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,571,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1989,1989,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,94,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,82,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,8,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1992,1992,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,479,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1993,1993,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,78,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1994,1994,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,562,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1995,1995,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,2297,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,418,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,1959,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,1067,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,3440,,,,,,
CHOLERA_0000000001,Number of reported cases of cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=42,,,,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,1021,,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1950,1950,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,12947,12947.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1951,1951,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,12372,12372.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1952,1952,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,12884,12884.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1953,1953,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,16904,16904.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1954,1954,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,9443,9443.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1955,1955,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,9802,9802.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1956,1956,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,15310,15310.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1957,1957,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,5134,5134.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1958,1958,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,10119,10119.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1959,1959,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,11056,11056.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1960,1960,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,6272,6272.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1961,1961,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,1703,1703.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1962,1962,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,1304,1304.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1963,1963,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,1248,1248.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1964,1964,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,2419,2419.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1965,1965,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,683,683.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1966,1966,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,1234,1234.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1967,1967,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,369,369.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1968,1968,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,614,614.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1969,1969,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,1556,1556.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1970,1970,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,1889,1889.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1971,1971,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,386,386.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1972,1972,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,201,201.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1973,1973,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,369,369.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1974,1974,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,173,173.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1975,1975,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,117,117.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1976,1976,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,62,62.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1977,1977,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,354,354.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1978,1978,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,81,81.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1979,1979,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,21,21.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1987,1987,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,23,23.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1988,1988,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,43,43.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1989,1989,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,2,2.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1990,1990,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,4,4.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,0,0.00000,,,,,
CHOLERA_0000000002,Number of reported deaths from cholera,http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2446,,,,PUBLISHED,Published,,1992,1992,,SEAR,South-East Asia,,,,,BGD,Bangladesh,,,,,,,,,,,,,,,,,29,29.00000,,,,,
